Temperatura;Humedad;VelViento;GDF;DiffusalF;Zona1
16.75;74.60;4.91;0.03;0.13;40210.63
16.44;77.20;4.91;0.03;0.19;39572.66
16.39;77.60;4.92;0.04;0.14;39202.03
16.86;73.80;4.91;0.03;0.12;38521.52
17.05;70.90;4.92;0.03;0.13;37913.92
17.09;70.80;4.91;0.03;0.15;37069.37
17.07;70.90;4.91;0.02;0.16;35957.47
17.18;70.30;4.92;0.04;0.10;34772.66
17.22;69.33;4.91;0.03;0.14;33897.72
17.21;69.69;4.91;0.06;0.16;32889.11
17.08;70.60;4.91;0.04;0.18;32263.29
17.12;70.50;4.92;0.05;0.13;31376.20
17.10;70.90;4.91;0.03;0.13;30270.38
17.09;72.10;4.91;0.04;0.14;29638.48
16.87;73.70;4.92;0.05;0.08;29109.87
16.97;73.10;4.91;0.03;0.13;28368.61
16.98;72.20;4.92;0.05;0.11;27360.00
16.99;72.50;4.92;0.05;0.10;26254.18
16.96;72.90;4.91;0.05;0.14;26023.29
16.86;73.30;4.91;0.02;0.09;25859.24
16.96;73.20;4.92;0.04;0.13;25385.32
16.66;75.90;4.92;0.02;0.13;25069.37
16.61;76.00;4.91;0.04;0.12;24874.94
16.87;74.40;4.91;0.03;0.13;24218.73
16.93;72.40;4.91;0.03;0.12;24085.06
16.89;73.80;4.91;0.03;0.15;23811.65
16.69;74.30;4.92;0.03;0.12;23902.78
16.65;75.10;4.91;0.03;0.09;23659.75
16.83;72.20;4.91;0.03;0.11;23586.84
16.73;73.50;4.91;0.02;0.12;23355.95
16.70;73.80;4.91;0.06;0.07;22961.01
16.47;76.60;4.91;0.04;0.11;22711.90
16.37;76.90;4.92;0.07;0.09;22517.47
16.27;78.00;4.92;0.06;0.10;22371.65
16.15;78.90;4.92;0.06;0.13;22189.37
16.23;78.60;4.92;0.02;0.12;22201.52
16.26;78.40;4.91;0.08;0.09;22195.44
16.09;79.80;4.92;0.06;0.09;21982.78
16.14;79.40;4.91;0.03;0.11;22092.15
16.26;77.90;4.91;0.03;0.12;22237.97
15.97;78.50;4.91;0.06;0.10;22128.61
16.07;77.60;4.91;0.05;0.16;22183.29
16.25;76.80;4.91;0.02;0.07;22213.67
16.23;76.80;4.92;0.06;0.09;22225.82
16.19;76.90;4.91;0.07;0.11;22608.61
16.08;76.90;4.91;0.05;0.11;22778.73
16.22;76.30;4.91;0.04;0.12;22894.18
16.09;76.30;4.91;0.05;0.07;24255.19
15.93;77.60;4.92;0.04;0.17;24473.92
16.20;76.70;4.91;0.06;0.10;24893.16
16.25;72.90;4.91;0.03;0.10;25111.90
16.17;72.60;4.91;0.02;0.12;24996.46
16.26;72.60;4.91;0.04;0.11;24716.96
16.20;73.10;4.91;0.03;0.11;23890.63
16.13;73.70;4.92;0.05;0.13;23027.85
15.99;76.50;4.91;0.03;0.16;22432.41
15.46;80.20;4.92;0.08;0.10;22043.54
14.89;82.80;4.92;0.09;0.10;22067.85
14.53;82.60;4.92;0.08;0.11;22225.82
14.54;80.80;4.92;0.08;0.13;22620.76
14.78;79.80;4.92;0.24;0.25;23246.58
14.80;76.10;4.92;1.06;1.15;23993.92
14.74;73.10;4.92;4.71;4.64;24893.16
14.67;71.40;4.92;15.03;15.14;25221.27
14.73;71.60;4.91;39.94;39.89;25986.84
15.07;67.62;4.91;50.73;49.19;26521.52
15.39;60.78;4.92;120.10;120.40;27530.13
15.61;58.21;4.92;212.50;214.80;28429.37
15.87;57.68;4.92;235.10;234.90;28927.59
15.66;61.55;4.92;340.70;348.10;29273.92
15.43;64.15;4.92;371.00;375.30;29753.92
15.18;66.36;4.92;330.50;327.80;30124.56
14.99;69.46;4.91;214.00;206.90;30798.99
15.03;69.53;4.91;120.90;115.00;31473.42
15.19;70.10;4.91;126.40;120.50;32038.48
15.38;69.16;4.91;71.90;70.60;32324.05
15.47;68.49;4.91;89.30;89.40;32779.75
15.38;69.19;4.91;71.90;69.99;33399.49
15.41;67.99;4.91;128.50;126.70;33429.87
15.63;66.29;4.92;148.10;146.00;33624.30
15.91;66.09;4.92;167.70;164.00;33867.34
15.87;66.09;4.91;123.70;120.90;34705.82
15.95;66.86;4.91;80.00;77.30;35058.23
15.96;68.32;4.91;83.90;82.20;34857.72
15.85;72.40;4.91;92.10;93.30;34724.05
15.60;73.40;4.91;181.00;176.00;35137.22
15.82;72.00;4.91;119.20;117.70;34869.87
16.00;71.90;4.91;174.50;166.90;35070.38
16.05;72.10;4.91;118.10;117.40;35112.91
16.09;72.80;4.91;141.40;142.60;34863.80
16.13;72.60;4.91;103.20;104.60;34675.44
16.04;74.80;4.91;110.20;111.10;35179.75
15.62;81.00;4.92;94.40;95.50;35155.44
15.20;82.00;4.92;78.70;79.50;35003.54
15.48;81.10;4.92;97.70;97.60;34815.19
15.81;77.50;4.92;82.80;84.20;34638.99
15.54;80.30;4.92;74.60;76.00;34353.42
14.63;82.30;4.93;122.60;125.60;34231.90
14.77;81.80;4.92;104.50;106.30;34080.00
15.05;77.30;4.92;133.10;135.10;33830.89
15.46;74.60;4.92;116.00;118.30;33636.46
15.59;71.50;4.92;131.80;135.20;33612.15
15.31;70.70;4.92;136.60;139.20;34213.67
15.62;68.72;4.92;130.80;133.80;33952.41
15.75;68.36;4.92;115.50;118.40;33168.61
15.81;68.36;4.92;116.80;119.40;32743.29
15.87;67.59;4.92;97.70;99.20;32652.15
15.98;65.35;4.92;87.60;89.80;32731.14
15.78;60.11;4.92;69.00;71.70;32652.15
15.62;60.85;4.92;57.98;60.51;32688.61
15.56;62.85;4.92;58.01;60.92;32579.24
15.54;63.42;4.92;117.50;124.10;32390.89
15.73;65.15;4.92;209.70;230.10;32311.90
15.73;65.09;4.92;141.20;146.20;32354.43
15.55;63.08;4.92;143.80;154.10;32433.42
15.50;62.22;4.92;90.10;94.20;32931.65
15.35;61.18;4.92;52.21;54.52;33672.91
15.42;57.38;4.92;80.70;87.90;34973.16
15.60;57.44;4.92;137.20;155.50;36279.49
15.47;58.51;4.92;81.90;89.60;38485.06
15.19;59.85;4.92;38.57;40.60;41097.72
15.11;60.78;4.92;22.81;24.18;42610.63
15.14;60.68;4.92;11.91;12.34;43291.14
15.09;61.05;4.92;5.04;5.12;43357.97
15.08;61.35;4.92;2.72;2.73;43534.18
15.04;61.68;4.92;1.38;1.38;43254.68
14.89;61.92;4.92;0.37;0.49;43285.06
14.83;61.42;4.92;0.06;0.13;42993.42
14.74;61.18;4.92;0.06;0.13;42963.04
14.66;60.31;4.92;0.06;0.12;42786.84
14.65;58.98;4.92;0.04;0.12;42458.73
14.62;58.21;4.92;0.06;0.12;42574.18
14.63;58.31;4.92;0.07;0.12;42349.37
14.64;57.74;4.92;0.09;0.11;43175.70
14.67;59.55;4.92;0.04;0.14;43430.89
14.66;60.45;4.92;0.04;0.12;43297.22
14.69;61.55;4.92;0.07;0.09;43133.16
14.62;63.12;4.92;0.04;0.12;42756.46
13.80;66.52;4.92;0.08;0.10;42373.67
12.71;69.46;4.92;0.03;0.12;41966.58
12.46;69.96;4.92;0.06;0.11;41820.76
12.55;69.59;4.92;0.04;0.15;41401.52
12.44;70.30;4.93;0.08;0.12;41030.89
12.20;71.90;4.92;0.06;0.10;40769.62
11.83;74.40;4.92;0.07;0.13;39864.30
11.69;75.20;4.92;0.04;0.13;38880.00
11.72;74.80;4.92;0.08;0.11;38278.48
11.77;74.20;4.92;0.07;0.12;37883.54
11.94;71.70;4.92;0.07;0.11;37190.89
12.03;71.40;4.92;0.07;0.09;36218.73
12.05;70.50;4.92;0.06;0.16;35228.35
11.98;71.00;4.92;0.06;0.12;34426.33
11.67;72.30;4.92;0.07;0.10;33685.06
11.56;72.40;4.92;0.07;0.10;32688.61
11.46;71.80;4.92;0.07;0.13;31837.97
11.47;69.63;4.92;0.05;0.15;31084.56
11.57;66.26;4.92;0.06;0.12;29892.20
11.48;66.76;4.92;0.06;0.08;29086.78
11.43;67.62;4.92;0.03;0.13;28244.75
11.42;67.89;4.92;0.03;0.13;27793.22
11.30;68.02;4.92;0.06;0.09;27286.78
11.38;68.12;4.92;0.07;0.08;26731.53
11.40;67.89;4.92;0.08;0.11;26469.15
11.61;66.72;4.92;0.04;0.13;25877.29
11.68;63.38;4.92;0.05;0.12;25419.66
11.52;63.99;4.92;0.06;0.10;25059.66
11.46;63.89;4.92;0.07;0.11;24620.34
11.37;63.22;4.92;0.06;0.12;24284.75
11.32;63.15;4.92;0.05;0.13;24016.27
11.23;62.45;4.92;0.06;0.19;23528.14
11.09;62.48;4.92;0.07;0.12;23296.27
11.13;61.52;4.92;0.09;0.11;23113.22
11.17;61.62;4.92;0.10;0.15;23107.12
10.77;63.72;4.92;0.06;0.10;23046.10
10.86;63.22;4.92;0.07;0.10;22704.41
11.01;61.21;4.92;0.06;0.10;22631.19
10.94;61.32;4.92;0.07;0.13;22332.20
10.80;61.82;4.92;0.09;0.10;22222.37
10.69;62.08;4.92;0.06;0.11;22143.05
10.59;62.18;4.92;0.04;0.17;22124.75
10.61;62.05;4.92;0.03;0.13;22179.66
10.56;62.62;4.92;0.04;0.15;22149.15
10.56;62.68;4.92;0.07;0.08;22179.66
10.67;60.45;4.92;0.06;0.11;22246.78
10.64;59.35;4.92;0.07;0.14;22185.76
10.64;61.25;4.92;0.08;0.10;22338.31
10.53;61.88;4.92;0.06;0.09;22454.24
10.56;61.95;4.93;0.03;0.13;22387.12
10.58;61.32;4.92;0.04;0.13;22356.61
10.56;61.01;4.92;0.07;0.12;22643.39
10.44;61.18;4.92;0.06;0.12;23040.00
10.37;60.85;4.92;0.06;0.13;24181.02
10.19;61.62;4.92;0.05;0.18;24534.92
10.11;62.22;4.92;0.10;0.11;24663.05
10.26;61.45;4.92;0.07;0.17;24541.02
10.20;60.42;4.92;0.06;0.09;24235.93
10.15;60.58;4.92;0.10;0.09;23772.20
10.19;60.22;4.92;0.08;0.08;23131.53
10.16;60.38;4.92;0.07;0.11;22228.47
10.14;60.42;4.92;0.08;0.11;20855.59
10.09;60.62;4.92;0.06;0.16;20513.90
10.02;61.12;4.92;0.09;0.10;20648.14
9.81;63.06;4.92;0.06;0.14;20867.80
9.63;63.40;4.92;0.10;0.18;21203.39
9.77;62.73;4.92;0.72;0.72;21978.31
9.80;62.42;4.92;2.73;2.72;22808.14
9.89;62.36;4.92;8.27;8.11;23442.71
9.86;62.83;4.92;20.20;19.46;23997.97
9.64;65.77;4.92;52.75;51.53;24791.19
9.07;67.71;4.92;78.70;77.80;25334.24
9.39;67.74;4.92;135.00;136.10;25724.75
9.71;65.44;4.92;163.60;166.90;26054.24
9.76;65.21;4.92;146.60;149.30;27543.05
9.98;64.97;4.92;152.10;153.60;27567.46
10.36;62.87;4.92;230.40;234.20;27012.20
10.57;61.43;4.92;267.80;273.70;27451.53
10.63;61.27;4.92;339.40;349.90;28378.98
10.79;60.20;4.92;354.80;367.80;29160.00
10.79;60.03;4.92;372.40;387.00;29977.63
11.03;60.37;4.92;418.70;437.40;30929.49
11.06;59.30;4.92;478.30;500.20;31917.97
11.18;60.60;4.92;530.10;557.90;32381.69
11.26;59.43;4.92;499.00;526.30;32601.36
11.29;60.33;4.92;543.10;572.60;32930.85
11.28;59.93;4.92;562.70;596.50;33345.76
11.39;59.23;4.92;618.90;659.10;33583.73
11.60;57.96;4.92;626.30;668.40;33949.83
11.59;57.40;4.92;542.10;578.70;34395.25
11.48;54.92;4.92;554.80;592.80;34523.39
11.69;54.66;4.92;567.50;608.60;34517.29
12.00;53.16;4.92;571.70;614.70;34541.69
12.04;50.25;4.92;571.50;615.80;34840.68
12.05;49.58;4.92;574.50;619.30;35298.31
12.30;49.68;4.92;581.90;625.70;35188.47
12.39;47.18;4.92;581.40;623.50;34865.08
12.41;46.24;4.92;582.60;619.10;34810.17
12.51;46.68;4.92;583.00;619.70;34743.05
12.72;45.58;4.92;584.40;614.20;34560.00
12.90;44.44;4.92;582.30;616.70;34755.25
12.90;41.04;4.92;578.70;612.50;34712.54
13.06;41.20;4.92;576.70;616.60;34541.69
13.13;40.27;4.92;572.20;615.90;34596.61
13.29;40.10;4.92;565.00;614.20;34370.85
13.39;39.37;4.92;555.80;609.40;34248.81
13.37;37.40;4.92;543.40;601.00;34236.61
13.51;38.73;4.93;530.10;589.50;34151.19
13.71;40.13;4.92;514.90;576.50;34035.25
13.61;37.56;4.92;498.70;562.30;33815.59
13.74;36.83;4.92;483.10;547.20;33925.42
13.85;37.66;4.92;466.00;530.60;33656.95
13.86;36.73;4.92;442.90;505.80;33406.78
14.02;35.99;4.92;422.70;484.20;33492.20
14.03;34.92;4.92;399.60;460.00;33235.93
13.99;36.29;4.92;376.10;434.80;33406.78
13.83;35.83;4.92;351.00;408.20;33120.00
13.82;36.69;4.92;325.70;380.80;32912.54
13.79;37.73;4.92;296.40;348.50;32784.41
13.62;38.43;4.92;268.80;319.00;33028.47
13.61;38.09;4.92;239.60;285.70;33107.80
13.56;39.36;4.92;211.50;253.80;33077.29
13.45;41.30;4.92;182.60;221.40;33522.71
13.43;43.00;4.92;155.60;191.30;34309.83
13.18;44.64;4.91;129.20;160.90;35255.59
13.07;45.14;4.92;105.90;133.20;37775.59
12.82;46.61;4.92;82.60;105.30;40612.88
12.57;49.44;4.92;60.11;77.40;42620.34
12.26;51.88;4.92;38.47;49.66;43480.68
11.95;53.15;4.92;12.90;14.25;43865.08
11.78;54.95;4.92;6.31;6.46;43663.73
11.58;55.28;4.92;2.71;2.77;43913.90
11.42;56.92;4.92;0.69;0.66;43718.64
11.16;58.02;4.92;0.10;0.16;43498.98
11.09;57.79;4.92;0.06;0.15;43639.32
11.01;57.79;4.92;0.10;0.10;43456.27
10.94;57.15;4.92;0.07;0.10;43242.71
10.76;56.99;4.92;0.11;0.08;43187.80
10.60;57.26;4.91;0.05;0.14;42846.10
10.57;55.18;4.91;0.04;0.13;43053.56
10.38;57.72;4.92;0.06;0.10;43297.63
10.09;57.78;4.92;0.07;0.09;42833.90
9.92;56.31;4.92;0.04;0.10;42962.03
9.86;56.58;4.91;0.06;0.09;42937.63
10.11;53.32;4.91;0.05;0.10;42669.15
10.18;54.75;4.92;0.06;0.11;42461.69
10.33;56.06;4.92;0.04;0.13;42046.78
10.79;55.16;4.92;0.09;0.11;41650.17
10.41;57.29;4.92;0.03;0.16;41107.12
9.98;58.26;4.92;0.05;0.09;40588.47
9.80;58.79;4.91;0.04;0.12;40008.81
9.86;58.49;4.92;0.05;0.10;39386.44
9.92;58.76;4.92;0.06;0.12;38806.78
10.00;58.96;4.92;0.07;0.13;38587.12
10.01;59.46;4.92;0.07;0.11;37983.05
9.99;59.49;4.92;0.06;0.12;37031.19
9.88;59.66;4.92;0.03;0.15;35920.68
9.73;59.96;4.92;0.05;0.12;35194.58
9.32;61.92;4.92;0.07;0.12;34529.49
8.74;63.30;4.92;0.07;0.15;33370.17
8.57;63.70;4.92;0.04;0.15;32674.58
8.52;64.10;4.92;0.04;0.13;31838.64
8.64;64.53;4.92;0.07;0.09;30868.47
8.42;64.90;4.92;0.08;0.08;29800.68
8.47;64.90;4.92;0.05;0.11;29050.17
8.62;64.37;4.92;0.04;0.15;28372.88
8.28;65.04;4.92;0.04;0.16;27726.10
8.18;66.31;4.92;0.09;0.12;27225.76
8.68;66.44;4.91;0.07;0.13;26798.64
9.14;63.57;4.91;0.04;0.11;26188.47
9.20;61.90;4.92;0.04;0.10;25877.29
9.00;63.34;4.92;0.10;0.10;25462.37
9.02;63.67;4.92;0.07;0.13;25029.15
9.08;62.44;4.92;0.06;0.07;24565.42
9.03;62.90;4.92;0.07;0.15;24242.03
9.22;62.27;4.92;0.05;0.13;24126.10
8.99;63.30;4.92;0.06;0.09;23961.36
9.09;63.00;4.92;0.05;0.14;23528.14
9.22;62.67;4.92;0.06;0.11;23369.49
9.28;62.64;4.92;0.07;0.07;23198.64
8.99;63.74;4.92;0.06;0.12;22966.78
8.55;64.91;4.92;0.09;0.13;23155.93
8.45;65.98;4.92;0.04;0.08;23162.03
8.42;65.71;4.92;0.05;0.11;22991.19
8.14;67.24;4.92;0.05;0.11;22930.17
7.82;69.35;4.92;0.04;0.12;22802.03
7.78;69.45;4.92;0.05;0.12;22826.44
7.93;68.58;4.92;0.05;0.10;22753.22
8.03;67.91;4.92;0.08;0.10;22673.90
7.48;70.50;4.91;0.08;0.11;22826.44
6.96;72.50;4.92;0.05;0.15;22362.71
6.79;73.90;4.91;0.06;0.13;22320.00
6.82;74.70;4.92;0.03;0.14;22582.37
7.23;74.30;4.92;0.07;0.11;22832.54
7.28;72.60;4.92;0.04;0.10;22917.97
6.88;75.00;4.92;0.05;0.13;23082.71
6.75;75.70;4.91;0.08;0.10;23290.17
6.73;76.50;4.91;0.08;0.13;24351.86
6.80;77.20;4.92;0.05;0.13;24370.17
7.05;77.10;4.92;0.07;0.08;24534.92
7.13;76.10;4.91;0.07;0.10;24394.58
7.15;75.60;4.91;0.06;0.13;24498.31
7.22;75.40;4.92;0.05;0.10;24138.31
7.29;74.90;4.91;0.05;0.15;23467.12
7.13;75.20;4.92;0.07;0.07;22484.75
7.07;76.50;4.91;0.06;0.12;22008.81
7.32;76.40;4.91;0.06;0.10;21770.85
7.81;75.40;4.91;0.06;0.11;21532.88
8.11;73.00;4.91;0.09;0.10;21770.85
8.16;72.40;4.91;0.08;0.13;21807.46
8.24;72.60;4.91;0.49;0.50;22301.69
8.36;72.10;4.91;1.12;1.17;23424.41
8.18;73.40;4.92;4.06;3.98;24242.03
8.02;74.60;4.92;21.07;20.73;25126.78
8.02;75.10;4.91;37.44;36.63;25706.44
8.11;75.40;4.91;48.88;48.67;25920.00
8.19;75.40;4.91;60.03;61.18;26780.34
8.27;75.00;4.91;96.30;97.40;27591.86
8.32;74.80;4.91;92.20;90.90;27939.66
8.55;74.70;4.92;174.40;174.90;28659.66
8.87;74.00;4.92;153.20;152.70;29098.98
8.95;73.50;4.92;135.50;134.10;29629.83
9.27;72.70;4.91;149.80;148.40;30459.66
9.71;70.80;4.92;247.30;252.50;31393.22
10.34;69.08;4.92;288.50;298.40;31704.41
11.05;67.31;4.92;355.20;370.00;32088.81
11.83;65.41;4.92;390.00;408.70;32424.41
12.25;60.60;4.92;421.40;443.30;32857.63
12.45;58.10;4.92;460.20;485.00;33290.85
12.65;57.43;4.91;501.90;528.60;33736.27
12.87;58.26;4.91;531.70;562.10;34077.97
12.85;56.39;4.92;466.80;486.40;34541.69
12.81;56.76;4.92;525.60;541.90;34791.86
12.80;56.03;4.92;279.90;277.80;35011.53
12.87;57.03;4.92;521.50;547.80;35243.39
13.19;55.46;4.92;621.80;660.80;35438.64
13.49;55.86;4.92;579.80;621.00;35310.51
13.48;54.92;4.92;590.00;632.60;35505.76
13.52;53.29;4.92;611.50;654.70;35640.00
13.57;52.85;4.92;606.50;650.30;35658.31
13.51;51.29;4.92;661.30;707.00;35890.17
13.30;52.45;4.92;638.60;682.80;35713.22
13.65;52.25;4.92;651.60;696.80;35603.39
13.56;51.32;4.92;475.80;490.40;35865.76
13.36;51.75;4.92;580.30;613.50;35664.41
13.38;51.65;4.92;274.30;275.00;35456.95
13.78;52.85;4.92;702.00;765.00;35194.58
14.21;49.75;4.92;546.70;595.40;34840.68
14.32;48.08;4.92;556.50;602.00;34846.78
14.09;48.38;4.92;233.10;224.20;34694.24
13.83;49.65;4.92;207.10;205.60;34614.92
13.65;50.75;4.92;220.40;215.40;34938.31
13.68;50.22;4.92;176.80;172.80;35231.19
13.70;49.55;4.92;145.90;145.30;35432.54
13.62;50.38;4.92;113.00;113.00;35267.80
13.58;50.72;4.92;86.00;85.50;34816.27
13.54;51.52;4.92;58.80;57.40;34505.08
13.45;51.99;4.92;58.86;58.79;34248.81
13.39;53.49;4.92;53.69;54.33;34218.31
13.37;52.35;4.92;68.21;69.02;34370.85
13.60;49.92;4.92;89.90;91.80;34187.80
13.73;48.45;4.92;73.70;78.30;34145.08
13.76;46.94;4.92;59.35;60.68;34297.63
13.75;47.25;4.92;45.89;46.71;34498.98
13.73;47.51;4.92;51.06;51.98;34572.20
13.71;48.55;4.92;47.64;48.78;33833.90
13.71;48.28;4.92;66.52;68.56;34309.83
13.74;48.51;4.92;80.50;86.80;35463.05
13.97;48.68;4.92;159.10;189.60;36872.54
13.91;48.58;4.92;55.73;61.37;39337.63
13.77;48.95;4.92;27.22;27.88;41814.92
13.75;49.88;4.92;16.10;16.24;43596.61
13.65;51.28;4.92;12.90;13.19;44078.64
13.52;51.81;4.92;9.09;9.33;44225.08
13.43;52.01;4.92;4.45;4.56;44096.95
13.36;51.97;4.92;1.47;1.50;43608.81
13.52;50.64;4.92;0.38;0.44;43511.19
13.55;50.14;4.92;0.08;0.12;43547.80
13.63;50.70;4.92;0.10;0.09;43413.56
13.62;50.40;4.92;0.07;0.11;43065.76
13.57;51.24;4.92;0.08;0.10;43102.37
13.49;51.37;4.92;0.07;0.06;42901.02
13.40;52.54;4.92;0.08;0.12;42650.85
13.30;53.04;4.92;0.04;0.14;43157.29
13.23;53.91;4.92;0.08;0.09;43389.15
13.27;54.01;4.92;0.05;0.15;43315.93
13.20;54.27;4.92;0.07;0.08;42901.02
13.15;54.41;4.92;0.04;0.10;42797.29
13.32;53.84;4.91;0.07;0.12;42223.73
13.45;53.40;4.92;0.07;0.10;41900.34
13.44;53.40;4.92;0.08;0.11;41546.44
13.22;54.61;4.92;0.04;0.13;41253.56
13.16;55.21;4.92;0.05;0.13;40856.95
13.15;55.47;4.92;0.06;0.09;40039.32
13.18;55.77;4.92;0.07;0.09;39166.78
13.16;56.58;4.92;0.05;0.14;38886.10
13.18;57.74;4.92;0.07;0.12;38385.76
13.15;57.81;4.92;0.06;0.13;37757.29
13.28;57.38;4.92;0.06;0.11;36872.54
13.32;56.78;4.92;0.05;0.13;35957.29
13.42;56.01;4.92;0.05;0.12;35182.37
13.59;55.74;4.92;0.04;0.10;34578.31
13.69;54.61;4.92;0.06;0.14;33858.31
13.70;54.81;4.92;0.08;0.13;32772.20
13.93;52.84;4.92;0.05;0.13;32003.39
13.99;52.60;4.93;0.05;0.10;30911.19
13.98;53.34;4.91;0.07;0.09;30185.08
14.04;53.34;4.91;0.08;0.12;29599.32
14.05;53.27;4.92;0.04;0.09;28879.32
14.14;53.17;4.92;0.07;0.09;28256.95
14.24;52.57;4.92;0.08;0.10;27646.78
14.23;53.07;4.92;0.07;0.11;26969.49
14.23;53.60;4.92;0.04;0.11;26493.56
14.16;53.74;4.92;0.08;0.10;26066.44
14.12;54.01;4.92;0.06;0.09;25529.49
14.13;54.74;4.92;0.05;0.11;25151.19
14.11;54.44;4.92;0.08;0.10;24785.08
14.14;54.47;4.92;0.07;0.10;24480.00
14.18;54.61;4.91;0.06;0.11;24370.17
14.09;55.67;4.92;0.05;0.12;24150.51
13.95;56.17;4.92;0.08;0.12;23717.29
14.01;56.44;4.92;0.08;0.10;23345.08
14.00;56.44;4.92;0.08;0.10;23259.66
14.21;55.27;4.92;0.07;0.12;23155.93
14.32;55.21;4.92;0.08;0.12;23180.34
14.22;55.81;4.92;0.07;0.08;23015.59
14.01;56.78;4.92;0.06;0.12;23015.59
13.91;57.44;4.91;0.07;0.12;22826.44
13.86;58.01;4.92;0.11;0.09;22814.24
13.73;60.01;4.92;0.06;0.12;22716.61
13.51;61.15;4.92;0.09;0.13;22649.49
13.52;62.08;4.92;0.06;0.10;22863.05
13.43;62.38;4.92;0.09;0.09;23033.90
13.40;62.45;4.92;0.07;0.12;23076.61
13.42;62.95;4.92;0.06;0.11;22917.97
13.18;67.39;4.92;0.07;0.09;22771.53
12.72;69.93;4.92;0.06;0.12;22698.31
12.81;69.53;4.91;0.08;0.11;22808.14
12.88;69.13;4.91;0.07;0.16;23015.59
12.80;70.60;4.91;0.06;0.16;23522.03
12.71;71.30;4.91;0.06;0.14;24168.81
13.00;70.80;4.92;0.05;0.15;25364.75
13.12;68.73;4.92;0.04;0.12;25297.63
13.04;70.00;4.92;0.06;0.12;24846.10
13.02;69.96;4.91;0.08;0.08;24565.42
12.87;74.70;4.92;0.06;0.09;24321.36
12.33;76.80;4.92;0.05;0.11;24168.81
12.53;77.00;4.91;0.07;0.14;23131.53
12.61;74.60;4.92;0.06;0.06;21960.00
12.91;73.00;4.92;0.08;0.09;21386.44
13.00;72.40;4.91;0.08;0.12;21404.75
12.86;72.90;4.92;0.05;0.16;21349.83
12.74;74.30;4.92;0.05;0.09;21593.90
12.67;74.40;4.92;0.08;0.10;21905.08
12.69;73.90;4.92;0.19;0.14;22435.93
13.12;72.70;4.92;1.37;1.43;23088.81
13.53;68.63;4.92;4.05;4.13;24016.27
13.66;67.46;4.91;8.49;8.68;24394.58
13.71;67.00;4.91;21.79;21.96;25224.41
13.82;65.30;4.91;26.85;26.95;25663.73
13.88;64.19;4.91;55.07;56.11;26127.46
13.99;62.96;4.91;83.00;85.00;26932.88
14.17;62.19;4.91;176.10;178.70;27964.07
13.90;67.40;4.92;73.40;73.00;28677.97
13.39;69.94;4.92;41.56;42.02;29184.41
13.42;70.10;4.92;80.60;82.90;29678.64
13.59;68.80;4.91;130.40;133.50;30148.47
13.63;68.93;4.91;132.90;134.30;30691.53
13.71;68.67;4.91;138.20;135.40;31173.56
13.89;68.04;4.92;187.50;186.50;31576.27
14.18;67.77;4.91;374.20;383.50;32229.15
14.59;66.20;4.91;581.70;603.30;32723.39
14.66;65.31;4.91;259.30;259.70;33162.71
14.29;65.84;4.92;222.10;226.80;33510.51
14.34;65.83;4.92;253.10;262.10;33620.34
14.30;65.87;4.91;199.30;205.70;33608.14
14.28;66.10;4.92;184.00;189.60;33840.00
14.29;66.54;4.91;169.90;174.70;34029.15
14.41;66.21;4.91;354.10;361.30;33852.20
14.41;65.27;4.92;196.80;204.10;33717.97
14.24;66.34;4.92;195.10;195.50;32973.56
14.26;67.01;4.92;342.00;346.80;32467.12
14.38;65.87;4.92;335.10;339.70;31759.32
14.56;65.01;4.92;435.40;441.50;31606.78
14.53;62.90;0.65;308.20;304.60;31478.64
14.29;65.07;0.08;284.70;287.70;31625.08
14.37;65.70;0.08;613.80;636.70;32168.14
14.94;62.50;0.08;632.00;687.40;33229.83
15.38;58.19;0.08;632.90;689.60;33205.42
15.43;57.46;0.08;670.20;729.00;33065.08
15.41;56.85;0.08;532.00;554.40;32570.85
15.02;58.25;0.08;172.20;170.40;32448.81
14.79;59.65;0.09;97.80;97.80;32143.73
14.63;61.76;0.08;99.90;98.70;32387.80
14.42;66.19;0.08;190.30;191.40;32369.49
14.69;65.92;0.08;200.40;199.80;32180.34
15.10;58.21;0.08;182.50;186.00;31991.19
15.15;56.11;0.08;201.10;205.70;31942.37
15.24;55.94;0.08;165.20;167.70;32033.90
15.18;56.21;0.08;95.30;95.80;31856.95
14.96;57.21;0.09;60.28;59.85;31588.47
14.87;58.25;0.08;68.73;68.66;31539.66
14.62;64.95;0.08;30.32;30.42;31594.58
13.84;69.03;0.08;46.32;48.04;31326.10
13.95;64.85;0.08;85.10;88.40;31527.46
14.13;63.18;0.08;72.50;73.70;31539.66
14.23;63.89;0.08;63.11;65.19;31344.41
14.37;63.79;0.08;69.40;71.90;31106.44
14.40;63.55;0.08;80.10;82.70;30746.44
14.55;62.88;0.08;81.90;84.60;30953.90
14.65;62.48;0.08;41.13;41.03;31423.73
14.51;65.35;0.08;37.53;38.71;32631.86
14.16;67.26;0.08;53.04;55.62;33791.19
14.32;65.42;0.08;56.95;59.87;36183.05
14.46;59.18;0.09;46.11;48.26;38635.93
14.28;60.91;0.09;29.31;30.78;40466.44
14.19;61.95;0.08;20.67;21.74;41363.39
14.18;63.08;0.08;8.99;9.32;41375.59
14.13;63.55;0.08;3.59;3.78;41760.00
14.19;63.65;0.08;1.45;1.46;41772.20
